pad,x,y,scale,direction,cobo,asad,aget,channel,cy,cx
8503,201.23764,-106.26641,1.0,1,6,2,1,41,-201.23764,104.84952460075202
8504,206.14587,-106.26641,1.0,0,6,2,1,52,-206.14587,107.68329539924797
8505,211.05411,-106.26641,1.0,1,6,2,0,5,-211.05411,104.84952460075202
8506,215.96234,-106.26641,1.0,0,6,2,0,29,-215.96234,107.68329539924797
8507,220.87057,-106.26641,1.0,1,6,2,0,52,-220.87057,104.84952460075202
8508,225.77882,-106.26641,1.0,0,6,2,1,42,-225.77882,107.68329539924797
8509,230.68706,-106.26641,1.0,1,6,2,1,64,-230.68706,104.84952460075202
8510,235.59529,-106.26641,1.0,0,6,2,0,13,-235.59529,107.68329539924797
8511,240.50352,-106.26641,1.0,1,6,2,0,32,-240.50352,104.84952460075202
8512,245.41176,-106.26641,1.0,0,6,2,0,42,-245.41176,107.68329539924797
8513,250.31999,-106.26641,1.0,1,6,2,0,67,-250.31999,104.84952460075202
8514,-245.41176,-114.76772,1.0,1,8,1,0,50,245.41176,113.35083460075202
8515,-240.50352,-114.76772,1.0,0,8,1,0,33,240.50352,116.18460539924797
8516,-235.59529,-114.76772,1.0,1,8,1,0,14,235.59529,113.35083460075202
8517,-230.68706,-114.76772,1.0,0,8,1,1,65,230.68706,116.18460539924797
8518,-225.77882,-114.76772,1.0,1,8,1,1,46,225.77882,113.35083460075202
8519,-220.87057,-114.76772,1.0,0,8,1,0,58,220.87057,116.18460539924797
8520,-215.96234,-114.76772,1.0,1,8,1,0,32,215.96234,113.35083460075202
8521,-211.05411,-114.76772,1.0,0,8,1,0,8,211.05411,116.18460539924797
8522,-206.14587,-114.76772,1.0,1,8,1,1,55,206.14587,113.35083460075202
8523,-201.23764,-114.76772,1.0,0,8,1,1,44,201.23764,116.18460539924797
8524,-196.32941,-114.76772,1.0,1,8,1,1,34,196.32941,113.35083460075202
8525,-191.42117,-114.76772,1.0,0,8,1,1,24,191.42117,116.18460539924797
8526,-186.51294,-114.76772,1.0,1,8,1,1,17,186.51294,113.35083460075202
8527,-181.60471,-114.76772,1.0,0,8,1,2,43,181.60471,116.18460539924797
8528,-176.69647,-114.76772,1.0,1,8,1,2,33,176.69647,113.35083460075202
8529,-171.78822,-114.76772,1.0,0,8,1,1,0,171.78822,116.18460539924797
8530,-166.87999,-114.76772,1.0,1,8,1,2,44,166.87999,113.35083460075202
8531,-161.97176,-114.76772,1.0,0,8,1,2,6,161.97176,116.18460539924797
8532,-157.06352,-114.76772,1.0,1,8,1,3,64,157.06352,113.35083460075202
8533,-152.15529,-114.76772,1.0,0,8,1,3,50,152.15529,116.18460539924797
8534,-147.24706,-114.76772,1.0,1,8,1,3,37,147.24706,113.35083460075202
8535,-142.33882,-114.76772,1.0,0,8,1,3,25,142.33882,116.18460539924797
8536,-137.43059,-114.76772,1.0,1,8,0,3,13,137.43059,113.35083460075202
8537,-132.52235,-114.76772,1.0,0,8,0,3,0,132.52235,116.18460539924797
8538,-127.61411,-114.76772,1.0,1,8,0,3,3,127.61411,113.35083460075202
8539,-122.70588,-114.76772,1.0,0,8,0,3,5,122.70588,116.18460539924797
8540,-117.79765,-114.76772,1.0,1,8,0,3,7,117.79765,113.35083460075202
8541,-112.88941,-114.76772,1.0,0,8,0,3,9,112.88941,116.18460539924797
8542,-107.98117,-114.76772,1.0,1,8,0,3,12,107.98117,113.35083460075202
8543,-103.07294,-114.76772,1.0,0,8,0,3,14,103.07294,116.18460539924797
8544,-98.164703,-114.76772,1.0,1,1,3,0,62,98.164703,113.35083460075202
8545,-93.25647,-114.76772,1.0,0,1,3,0,55,93.25647,116.18460539924797
8546,-90.802353,-112.6424,0.5,1,1,3,0,47,90.802353,111.93395730037601
8547,-88.348236,-112.6424,0.5,0,1,3,0,37,88.348236,113.35084269962398
8548,-88.348236,-116.89305,0.5,1,1,3,0,50,88.348236,116.18460730037602
8549,-85.894112,-112.6424,0.5,1,1,3,0,33,85.894112,111.93395730037601
8550,-85.894112,-116.89305,0.5,0,1,3,0,43,85.894112,117.60149269962399
8551,-83.439995,-116.89305,0.5,1,1,2,0,38,83.439995,116.18460730037602
8552,-83.439995,-112.6424,0.5,0,1,3,0,29,83.439995,113.35084269962398
8553,-80.985878,-116.89305,0.5,0,1,2,0,36,80.985878,117.60149269962399
8554,-80.985878,-112.6424,0.5,1,1,3,0,27,80.985878,111.93395730037601
8555,-78.531761,-112.6424,0.5,0,1,2,0,21,78.531761,113.35084269962398
8556,-78.531761,-116.89305,0.5,1,1,2,0,34,78.531761,116.18460730037602
8557,-76.077644,-112.6424,0.5,1,1,2,0,17,76.077644,111.93395730037601
8558,-76.077644,-116.89305,0.5,0,1,2,0,32,76.077644,117.60149269962399
8559,-73.623528,-116.89305,0.5,1,1,2,0,20,73.623528,116.18460730037602
8560,-73.623528,-112.6424,0.5,0,1,2,0,19,73.623528,113.35084269962398
8561,-71.169411,-116.89305,0.5,0,1,2,0,18,71.169411,117.60149269962399
8562,-71.169411,-112.6424,0.5,1,1,2,0,5,71.169411,111.93395730037601
8563,-68.715294,-112.6424,0.5,0,1,2,0,3,68.715294,113.35084269962398
8564,-68.715294,-116.89305,0.5,1,1,2,0,46,68.715294,116.18460730037602
8565,-66.261177,-112.6424,0.5,1,1,2,0,50,66.261177,111.93395730037601
8566,-66.261177,-116.89305,0.5,0,1,2,0,65,66.261177,117.60149269962399
8567,-63.807056,-116.89305,0.5,1,7,3,2,37,63.807056,116.18460730037602
8568,-63.807056,-112.6424,0.5,0,1,2,0,61,63.807056,113.35084269962398
8569,-61.35294,-116.89305,0.5,0,7,3,2,20,61.35294,117.60149269962399
8570,-61.35294,-112.6424,0.5,1,7,3,2,23,61.35294,111.93395730037601
8571,-58.898823,-112.6424,0.5,0,7,3,2,24,58.898823,113.35084269962398
8572,-58.898823,-116.89305,0.5,1,7,3,2,19,58.898823,116.18460730037602
8573,-56.444706,-112.6424,0.5,1,7,3,2,21,56.444706,111.93395730037601
8574,-56.444706,-116.89305,0.5,0,7,3,2,17,56.444706,117.60149269962399
8575,-53.990585,-116.89305,0.5,1,7,3,3,58,53.990585,116.18460730037602
8576,-53.990585,-112.6424,0.5,0,7,3,3,60,53.990585,113.35084269962398
8577,-51.536469,-116.89305,0.5,0,7,3,3,44,51.536469,117.60149269962399
8578,-51.536469,-112.6424,0.5,1,7,3,3,47,51.536469,111.93395730037601
8579,-49.082352,-112.6424,0.5,0,7,3,3,36,49.082352,113.35084269962398
8580,-49.082352,-116.89305,0.5,1,7,3,3,34,49.082352,116.18460730037602
8581,-46.628235,-112.6424,0.5,1,7,3,3,26,46.628235,111.93395730037601
8582,-46.628235,-116.89305,0.5,0,7,3,3,24,46.628235,117.60149269962399
8583,-44.174118,-116.89305,0.5,1,7,3,3,10,44.174118,116.18460730037602
8584,-44.174118,-112.6424,0.5,0,7,3,3,13,44.174118,113.35084269962398
8585,-41.719997,-116.89305,0.5,0,7,3,3,59,41.719997,117.60149269962399
8586,-41.719997,-112.6424,0.5,1,7,3,3,61,41.719997,111.93395730037601
8587,-39.265881,-112.6424,0.5,0,7,3,3,50,39.265881,113.35084269962398
8588,-39.265881,-116.89305,0.5,1,7,3,3,48,39.265881,116.18460730037602
8589,-36.811764,-112.6424,0.5,1,7,2,3,55,36.811764,111.93395730037601
8590,-36.811764,-116.89305,0.5,0,7,2,3,53,36.811764,117.60149269962399
8591,-34.357647,-116.89305,0.5,1,7,2,3,42,34.357647,116.18460730037602
8592,-34.357647,-112.6424,0.5,0,7,2,3,44,34.357647,113.35084269962398
8593,-31.903528,-116.89305,0.5,0,7,2,3,30,31.903528,117.60149269962399
8594,-31.903528,-112.6424,0.5,1,7,2,3,28,31.903528,111.93395730037601
8595,-29.449411,-112.6424,0.5,0,7,2,3,16,29.449411,113.35084269962398
8596,-29.449411,-116.89305,0.5,1,7,2,3,14,29.449411,116.18460730037602
8597,-26.995293,-112.6424,0.5,1,3,3,0,62,26.995293,111.93395730037601
8598,-26.995293,-116.89305,0.5,0,3,3,0,60,26.995293,117.60149269962399
8599,-24.541176,-116.89305,0.5,1,3,3,0,47,24.541176,116.18460730037602
8600,-24.541176,-112.6424,0.5,0,3,3,0,49,24.541176,113.35084269962398
8601,-22.087059,-116.89305,0.5,0,3,3,0,36,22.087059,117.60149269962399
8602,-22.087059,-112.6424,0.5,1,3,3,0,38,22.087059,111.93395730037601
8603,-19.63294,-112.6424,0.5,0,3,3,0,26,19.63294,113.35084269962398
8604,-19.63294,-116.89305,0.5,1,3,3,0,24,19.63294,116.18460730037602
8605,-17.178823,-112.6424,0.5,1,3,3,0,15,17.178823,111.93395730037601
8606,-17.178823,-116.89305,0.5,0,3,3,0,13,17.178823,117.60149269962399
8607,-14.724706,-116.89305,0.5,1,3,3,0,0,14.724706,116.18460730037602
8608,-14.724706,-112.6424,0.5,0,3,3,0,4,14.724706,113.35084269962398
8609,-12.270588,-116.89305,0.5,0,3,3,3,60,12.270588,117.60149269962399
8610,-12.270588,-112.6424,0.5,1,3,3,3,40,12.270588,111.93395730037601
8611,-9.8164701,-112.6424,0.5,0,3,3,3,42,9.8164701,113.35084269962398
8612,-9.8164701,-116.89305,0.5,1,3,3,3,58,9.8164701,116.18460730037602
8613,-7.3623528,-112.6424,0.5,1,3,3,3,44,7.3623528,111.93395730037601
8614,-7.3623528,-116.89305,0.5,0,3,3,3,55,7.3623528,117.60149269962399
8615,-4.9082351,-116.89305,0.5,1,3,3,3,54,4.9082351,116.18460730037602
8616,-4.9082351,-112.6424,0.5,0,3,3,3,43,4.9082351,113.35084269962398
8617,-2.4541175,-116.89305,0.5,0,3,3,3,57,2.4541175,117.60149269962399
8618,-2.4541175,-112.6424,0.5,1,3,3,3,41,2.4541175,111.93395730037601
8619,0.0,-112.6424,0.5,0,3,2,3,60,-0.0,113.35084269962398
8620,0.0,-116.89305,0.5,1,3,3,3,59,-0.0,116.18460730037602
8621,2.4541175,-112.6424,0.5,1,3,2,3,42,-2.4541175,111.93395730037601
8622,2.4541175,-116.89305,0.5,0,3,2,3,58,-2.4541175,117.60149269962399
8623,4.9082351,-116.89305,0.5,1,3,2,3,55,-4.9082351,116.18460730037602
8624,4.9082351,-112.6424,0.5,0,3,2,3,44,-4.9082351,113.35084269962398
8625,7.3623528,-116.89305,0.5,0,3,2,3,54,-7.3623528,117.60149269962399
8626,7.3623528,-112.6424,0.5,1,3,2,3,43,-7.3623528,111.93395730037601
8627,9.8164701,-112.6424,0.5,0,3,2,3,41,-9.8164701,113.35084269962398
8628,9.8164701,-116.89305,0.5,1,3,2,3,57,-9.8164701,116.18460730037602
8629,12.270588,-112.6424,0.5,1,3,2,3,39,-12.270588,111.93395730037601
8630,12.270588,-116.89305,0.5,0,3,2,3,59,-12.270588,117.60149269962399
8631,14.724706,-116.89305,0.5,1,3,2,1,67,-14.724706,116.18460730037602
8632,14.724706,-112.6424,0.5,0,3,2,0,3,-14.724706,113.35084269962398
8633,17.178823,-116.89305,0.5,0,3,2,0,12,-17.178823,117.60149269962399
8634,17.178823,-112.6424,0.5,1,3,2,0,14,-17.178823,111.93395730037601
8635,19.63294,-112.6424,0.5,0,3,2,0,25,-19.63294,113.35084269962398
8636,19.63294,-116.89305,0.5,1,3,2,0,23,-19.63294,116.18460730037602
8637,22.087059,-112.6424,0.5,1,3,2,0,37,-22.087059,111.93395730037601
8638,22.087059,-116.89305,0.5,0,3,2,0,35,-22.087059,117.60149269962399
8639,24.541176,-116.89305,0.5,1,3,2,0,46,-24.541176,116.18460730037602
8640,24.541176,-112.6424,0.5,0,3,2,0,48,-24.541176,113.35084269962398
8641,26.995293,-116.89305,0.5,0,3,2,0,59,-26.995293,117.60149269962399
8642,26.995293,-112.6424,0.5,1,3,2,0,61,-26.995293,111.93395730037601
8643,29.449411,-112.6424,0.5,0,7,1,3,17,-29.449411,113.35084269962398
8644,29.449411,-116.89305,0.5,1,7,1,3,15,-29.449411,116.18460730037602
8645,31.903528,-112.6424,0.5,1,7,1,3,27,-31.903528,111.93395730037601
8646,31.903528,-116.89305,0.5,0,7,1,3,29,-31.903528,117.60149269962399
8647,34.357647,-116.89305,0.5,1,7,1,3,41,-34.357647,116.18460730037602
8648,34.357647,-112.6424,0.5,0,7,1,3,43,-34.357647,113.35084269962398
8649,36.811764,-116.89305,0.5,0,7,1,3,52,-36.811764,117.60149269962399
8650,36.811764,-112.6424,0.5,1,7,1,3,54,-36.811764,111.93395730037601
8651,39.265881,-112.6424,0.5,0,7,0,3,51,-39.265881,113.35084269962398
8652,39.265881,-116.89305,0.5,1,7,0,3,49,-39.265881,116.18460730037602
8653,41.719997,-112.6424,0.5,1,7,0,3,62,-41.719997,111.93395730037601
8654,41.719997,-116.89305,0.5,0,7,0,3,60,-41.719997,117.60149269962399
8655,44.174118,-116.89305,0.5,1,7,0,3,9,-44.174118,116.18460730037602
8656,44.174118,-112.6424,0.5,0,7,0,3,12,-44.174118,113.35084269962398
8657,46.628235,-116.89305,0.5,0,7,0,3,23,-46.628235,117.60149269962399
8658,46.628235,-112.6424,0.5,1,7,0,3,25,-46.628235,111.93395730037601
8659,49.082352,-112.6424,0.5,0,7,0,3,35,-49.082352,113.35084269962398
8660,49.082352,-116.89305,0.5,1,7,0,3,33,-49.082352,116.18460730037602
8661,51.536469,-112.6424,0.5,1,7,0,3,46,-51.536469,111.93395730037601
8662,51.536469,-116.89305,0.5,0,7,0,3,43,-51.536469,117.60149269962399
8663,53.990585,-116.89305,0.5,1,7,0,3,57,-53.990585,116.18460730037602
8664,53.990585,-112.6424,0.5,0,7,0,3,59,-53.990585,113.35084269962398
8665,56.444706,-116.89305,0.5,0,7,0,2,16,-56.444706,117.60149269962399
8666,56.444706,-112.6424,0.5,1,7,0,2,20,-56.444706,111.93395730037601
8667,58.898823,-112.6424,0.5,0,7,0,2,23,-58.898823,113.35084269962398
8668,58.898823,-116.89305,0.5,1,7,0,2,18,-58.898823,116.18460730037602
8669,61.35294,-112.6424,0.5,1,7,0,2,24,-61.35294,111.93395730037601
8670,61.35294,-116.89305,0.5,0,7,0,2,21,-61.35294,117.60149269962399
8671,63.807056,-116.89305,0.5,1,7,0,2,38,-63.807056,116.18460730037602
8672,63.807056,-112.6424,0.5,0,1,1,0,62,-63.807056,113.35084269962398
8673,66.261177,-116.89305,0.5,0,1,1,0,66,-66.261177,117.60149269962399
8674,66.261177,-112.6424,0.5,1,1,1,0,51,-66.261177,111.93395730037601
8675,68.715294,-112.6424,0.5,0,1,1,0,4,-68.715294,113.35084269962398
8676,68.715294,-116.89305,0.5,1,1,1,0,47,-68.715294,116.18460730037602
8677,71.169411,-112.6424,0.5,1,1,1,0,6,-71.169411,111.93395730037601
8678,71.169411,-116.89305,0.5,0,1,1,0,19,-71.169411,117.60149269962399
8679,73.623528,-116.89305,0.5,1,1,1,0,21,-73.623528,116.18460730037602
8680,73.623528,-112.6424,0.5,0,1,1,0,18,-73.623528,113.35084269962398
8681,76.077644,-116.89305,0.5,0,1,1,0,31,-76.077644,117.60149269962399
8682,76.077644,-112.6424,0.5,1,1,1,0,16,-76.077644,111.93395730037601
8683,78.531761,-112.6424,0.5,0,1,1,0,20,-78.531761,113.35084269962398
8684,78.531761,-116.89305,0.5,1,1,1,0,33,-78.531761,116.18460730037602
8685,80.985878,-112.6424,0.5,1,1,0,0,28,-80.985878,111.93395730037601
8686,80.985878,-116.89305,0.5,0,1,1,0,35,-80.985878,117.60149269962399
8687,83.439995,-116.89305,0.5,1,1,1,0,37,-83.439995,116.18460730037602
8688,83.439995,-112.6424,0.5,0,1,0,0,30,-83.439995,113.35084269962398
8689,85.894112,-116.89305,0.5,0,1,0,0,44,-85.894112,117.60149269962399
8690,85.894112,-112.6424,0.5,1,1,0,0,34,-85.894112,111.93395730037601
8691,88.348236,-112.6424,0.5,0,1,0,0,38,-88.348236,113.35084269962398
8692,88.348236,-116.89305,0.5,1,1,0,0,51,-88.348236,116.18460730037602
8693,90.802353,-112.6424,0.5,1,1,0,0,46,-90.802353,111.93395730037601
8694,93.25647,-114.76772,1.0,0,1,0,0,54,-93.25647,116.18460539924797
8695,98.164703,-114.76772,1.0,1,1,0,0,61,-98.164703,113.35083460075202
8696,103.07294,-114.76772,1.0,0,6,3,3,15,-103.07294,116.18460539924797
8697,107.98117,-114.76772,1.0,1,6,3,3,13,-107.98117,113.35083460075202
8698,112.88941,-114.76772,1.0,0,6,3,3,10,-112.88941,116.18460539924797
8699,117.79765,-114.76772,1.0,1,6,3,3,8,-117.79765,113.35083460075202
8700,122.70588,-114.76772,1.0,0,6,3,3,6,-122.70588,116.18460539924797
8701,127.61411,-114.76772,1.0,1,6,3,3,4,-127.61411,113.35083460075202
8702,132.52235,-114.76772,1.0,0,6,3,3,0,-132.52235,116.18460539924797
8703,137.43059,-114.76772,1.0,1,6,3,3,12,-137.43059,113.35083460075202
8704,142.33882,-114.76772,1.0,0,6,2,3,26,-142.33882,116.18460539924797
8705,147.24706,-114.76772,1.0,1,6,2,3,38,-147.24706,113.35083460075202
8706,152.15529,-114.76772,1.0,0,6,2,3,51,-152.15529,116.18460539924797
8707,157.06352,-114.76772,1.0,1,6,2,3,63,-157.06352,113.35083460075202
8708,161.97176,-114.76772,1.0,0,6,2,2,5,-161.97176,116.18460539924797
8709,166.87999,-114.76772,1.0,1,6,2,2,43,-166.87999,113.35083460075202
8710,171.78822,-114.76772,1.0,0,6,2,2,67,-171.78822,116.18460539924797
8711,176.69647,-114.76772,1.0,1,6,2,2,34,-176.69647,113.35083460075202
8712,181.60471,-114.76772,1.0,0,6,2,2,44,-181.60471,116.18460539924797
8713,186.51294,-114.76772,1.0,1,6,2,1,16,-186.51294,113.35083460075202
8714,191.42117,-114.76772,1.0,0,6,2,1,23,-191.42117,116.18460539924797
8715,196.32941,-114.76772,1.0,1,6,2,1,33,-196.32941,113.35083460075202
8716,201.23764,-114.76772,1.0,0,6,2,1,43,-201.23764,116.18460539924797
8717,206.14587,-114.76772,1.0,1,6,2,1,54,-206.14587,113.35083460075202
8718,211.05411,-114.76772,1.0,0,6,2,0,7,-211.05411,116.18460539924797
8719,215.96234,-114.76772,1.0,1,6,2,0,31,-215.96234,113.35083460075202
8720,220.87057,-114.76772,1.0,0,6,2,0,57,-220.87057,116.18460539924797
8721,225.77882,-114.76772,1.0,1,6,2,1,47,-225.77882,113.35083460075202
8722,230.68706,-114.76772,1.0,0,6,2,1,66,-230.68706,116.18460539924797
8723,235.59529,-114.76772,1.0,1,6,2,0,15,-235.59529,113.35083460075202
8724,240.50352,-114.76772,1.0,0,6,2,0,34,-240.50352,116.18460539924797
8725,245.41176,-114.76772,1.0,1,6,2,0,51,-245.41176,113.35083460075202
8726,-240.50352,-123.26904,1.0,1,8,1,0,46,240.50352,121.85215460075203
8727,-235.59529,-123.26904,1.0,0,8,1,0,23,235.59529,124.68592539924798
8728,-230.68706,-123.26904,1.0,1,8,1,1,67,230.68706,121.85215460075203
8729,-225.77882,-123.26904,1.0,0,8,1,1,48,225.77882,124.68592539924798
8730,-220.87057,-123.26904,1.0,1,8,1,0,60,220.87057,121.85215460075203
8731,-215.96234,-123.26904,1.0,0,8,1,0,34,215.96234,124.68592539924798
8732,-211.05411,-123.26904,1.0,1,8,1,0,10,211.05411,121.85215460075203
8733,-206.14587,-123.26904,1.0,0,8,1,1,58,206.14587,124.68592539924798
8734,-201.23764,-123.26904,1.0,1,8,1,1,47,201.23764,121.85215460075203
8735,-196.32941,-123.26904,1.0,0,8,1,1,36,196.32941,124.68592539924798
8736,-191.42117,-123.26904,1.0,1,8,1,1,26,191.42117,121.85215460075203
8737,-186.51294,-123.26904,1.0,0,8,1,1,13,186.51294,124.68592539924798
8738,-181.60471,-123.26904,1.0,1,8,1,2,41,181.60471,121.85215460075203
8739,-176.69647,-123.26904,1.0,0,8,1,2,31,176.69647,124.68592539924798
8740,-171.78822,-123.26904,1.0,1,8,1,2,49,171.78822,121.85215460075203
8741,-166.87999,-123.26904,1.0,0,8,1,2,36,166.87999,124.68592539924798
8742,-161.97176,-123.26904,1.0,1,8,1,2,23,161.97176,121.85215460075203
8743,-157.06352,-123.26904,1.0,0,8,1,2,9,157.06352,124.68592539924798
8744,-152.15529,-123.26904,1.0,1,8,0,2,0,152.15529,121.85215460075203
8745,-147.24706,-123.26904,1.0,0,8,0,3,55,147.24706,124.68592539924798
8746,-142.33882,-123.26904,1.0,1,8,0,3,42,142.33882,121.85215460075203
8747,-137.43059,-123.26904,1.0,0,8,0,3,29,137.43059,124.68592539924798
8748,-132.52235,-123.26904,1.0,1,8,0,3,16,132.52235,121.85215460075203
8749,-127.61411,-123.26904,1.0,0,8,0,3,39,127.61411,124.68592539924798
8750,-122.70588,-123.26904,1.0,1,8,0,3,41,122.70588,121.85215460075203
8751,-117.79765,-123.26904,1.0,0,8,0,3,43,117.79765,124.68592539924798
8752,-112.88941,-123.26904,1.0,1,8,0,3,46,112.88941,121.85215460075203
8753,-107.98117,-123.26904,1.0,0,8,0,3,48,107.98117,124.68592539924798
8754,-103.07294,-123.26904,1.0,1,8,0,3,50,103.07294,121.85215460075203
8755,-98.164703,-123.26904,1.0,0,8,0,3,52,98.164703,124.68592539924798
8756,-93.25647,-123.26904,1.0,1,8,0,3,54,93.25647,121.85215460075203
8757,-88.348236,-123.26904,1.0,0,1,2,0,66,88.348236,124.68592539924798
8758,-85.894112,-121.14371,0.5,1,1,2,0,55,85.894112,120.43526730037601
8759,-83.439995,-121.14371,0.5,0,1,2,0,53,83.439995,121.85215269962399
8760,-83.439995,-125.39436,0.5,1,1,2,0,64,83.439995,124.68591730037602
8761,-80.985878,-121.14371,0.5,1,1,2,0,51,80.985878,120.43526730037601
8762,-80.985878,-125.39436,0.5,0,1,2,0,59,80.985878,126.102802699624
8763,-78.531761,-125.39436,0.5,1,1,2,0,57,78.531761,124.68591730037602
8764,-78.531761,-121.14371,0.5,0,1,2,0,39,78.531761,121.85215269962399
8765,-76.077644,-125.39436,0.5,0,1,2,0,48,76.077644,126.102802699624
8766,-76.077644,-121.14371,0.5,1,1,2,0,37,76.077644,120.43526730037601
8767,-73.623528,-121.14371,0.5,0,1,2,0,35,73.623528,121.85215269962399
8768,-73.623528,-125.39436,0.5,1,7,3,1,3,73.623528,124.68591730037602
8769,-71.169411,-121.14371,0.5,1,1,2,0,43,71.169411,120.43526730037601
8770,-71.169411,-125.39436,0.5,0,7,3,1,1,71.169411,126.102802699624
8771,-68.715294,-125.39436,0.5,1,7,3,2,66,68.715294,124.68591730037602
8772,-68.715294,-121.14371,0.5,0,7,3,1,0,68.715294,121.85215269962399
8773,-66.261177,-125.39436,0.5,0,7,3,2,58,66.261177,126.102802699624
8774,-66.261177,-121.14371,0.5,1,7,3,2,60,66.261177,120.43526730037601
8775,-63.807056,-121.14371,0.5,0,7,3,2,35,63.807056,121.85215269962399
8776,-63.807056,-125.39436,0.5,1,7,3,2,29,63.807056,124.68591730037602
8777,-61.35294,-121.14371,0.5,1,7,3,2,18,61.35294,120.43526730037601
8778,-61.35294,-125.39436,0.5,0,7,3,2,16,61.35294,126.102802699624
8779,-58.898823,-125.39436,0.5,1,7,3,2,6,58.898823,124.68591730037602
8780,-58.898823,-121.14371,0.5,0,7,3,2,15,58.898823,121.85215269962399
8781,-56.444706,-125.39436,0.5,0,7,3,2,4,56.444706,126.102802699624
8782,-56.444706,-121.14371,0.5,1,7,3,2,10,56.444706,120.43526730037601
8783,-53.990585,-121.14371,0.5,0,7,3,3,55,53.990585,121.85215269962399
8784,-53.990585,-125.39436,0.5,1,7,3,3,53,53.990585,124.68591730037602
8785,-51.536469,-121.14371,0.5,1,7,3,3,42,51.536469,120.43526730037601
8786,-51.536469,-125.39436,0.5,0,7,3,3,40,51.536469,126.102802699624
8787,-49.082352,-125.39436,0.5,1,7,3,3,30,49.082352,124.68591730037602
8788,-49.082352,-121.14371,0.5,0,7,3,3,32,49.082352,121.85215269962399
8789,-46.628235,-125.39436,0.5,0,7,3,3,17,46.628235,126.102802699624
8790,-46.628235,-121.14371,0.5,1,7,3,3,21,46.628235,120.43526730037601
8791,-44.174118,-121.14371,0.5,0,7,3,3,8,44.174118,121.85215269962399
8792,-44.174118,-125.39436,0.5,1,7,3,3,6,44.174118,124.68591730037602
8793,-41.719997,-121.14371,0.5,1,7,3,3,57,41.719997,120.43526730037601
8794,-41.719997,-125.39436,0.5,0,7,3,3,54,41.719997,126.102802699624
8795,-39.265881,-125.39436,0.5,1,7,3,3,43,39.265881,124.68591730037602
8796,-39.265881,-121.14371,0.5,0,7,3,3,46,39.265881,121.85215269962399
8797,-36.811764,-125.39436,0.5,0,7,2,3,49,36.811764,126.102802699624
8798,-36.811764,-121.14371,0.5,1,7,2,3,51,36.811764,120.43526730037601
8799,-34.357647,-121.14371,0.5,0,7,2,3,40,34.357647,121.85215269962399
8800,-34.357647,-125.39436,0.5,1,7,2,3,38,34.357647,124.68591730037602
8801,-31.903528,-121.14371,0.5,1,7,2,3,32,31.903528,120.43526730037601
8802,-31.903528,-125.39436,0.5,0,7,2,3,36,31.903528,126.102802699624
8803,-29.449411,-125.39436,0.5,1,3,3,0,66,29.449411,124.68591730037602
8804,-29.449411,-121.14371,0.5,0,7,2,3,12,29.449411,121.85215269962399
8805,-26.995293,-125.39436,0.5,0,3,3,0,53,26.995293,126.102802699624
8806,-26.995293,-121.14371,0.5,1,3,3,0,55,26.995293,120.43526730037601
8807,-24.541176,-121.14371,0.5,0,3,3,0,44,24.541176,121.85215269962399
8808,-24.541176,-125.39436,0.5,1,3,3,0,42,24.541176,124.68591730037602
8809,-22.087059,-121.14371,0.5,1,3,3,0,34,22.087059,120.43526730037601
8810,-22.087059,-125.39436,0.5,0,3,3,0,32,22.087059,126.102802699624
8811,-19.63294,-125.39436,0.5,1,3,3,0,19,19.63294,124.68591730037602
8812,-19.63294,-121.14371,0.5,0,3,3,0,21,19.63294,121.85215269962399
8813,-17.178823,-125.39436,0.5,0,3,3,0,8,17.178823,126.102802699624
8814,-17.178823,-121.14371,0.5,1,3,3,0,10,17.178823,120.43526730037601
8815,-14.724706,-121.14371,0.5,0,3,3,1,66,14.724706,121.85215269962399
8816,-14.724706,-125.39436,0.5,1,3,3,1,64,14.724706,124.68591730037602
8817,-12.270588,-121.14371,0.5,1,3,3,2,0,12.270588,120.43526730037601
8818,-12.270588,-125.39436,0.5,0,3,3,2,19,12.270588,126.102802699624
8819,-9.8164701,-125.39436,0.5,1,3,3,2,17,9.8164701,124.68591730037602
8820,-9.8164701,-121.14371,0.5,0,3,3,2,2,9.8164701,121.85215269962399
8821,-7.3623528,-125.39436,0.5,0,3,3,2,15,7.3623528,126.102802699624
8822,-7.3623528,-121.14371,0.5,1,3,3,2,4,7.3623528,120.43526730037601
8823,-4.9082351,-121.14371,0.5,0,3,3,2,3,4.9082351,121.85215269962399
8824,-4.9082351,-125.39436,0.5,1,3,3,2,18,4.9082351,124.68591730037602
8825,-2.4541175,-121.14371,0.5,1,3,3,2,1,2.4541175,120.43526730037601
8826,-2.4541175,-125.39436,0.5,0,3,3,2,14,2.4541175,126.102802699624
8827,0.0,-125.39436,0.5,1,3,3,2,16,-0.0,124.68591730037602
8828,0.0,-121.14371,0.5,0,3,2,2,17,-0.0,121.85215269962399
8829,2.4541175,-125.39436,0.5,0,3,2,2,15,-2.4541175,126.102802699624
8830,2.4541175,-121.14371,0.5,1,3,2,2,2,-2.4541175,120.43526730037601
8831,4.9082351,-121.14371,0.5,0,3,2,2,4,-4.9082351,121.85215269962399
8832,4.9082351,-125.39436,0.5,1,3,2,2,19,-4.9082351,124.68591730037602
8833,7.3623528,-121.14371,0.5,1,3,2,2,3,-7.3623528,120.43526730037601
