pad,x,y,scale,direction,cobo,asad,aget,channel,cy,cx
0,-269.95294,4.2506561,1.0,0,8,2,0,65,269.95294,-2.8337707007520283
1,-265.04471,4.2506561,1.0,1,8,2,0,48,265.04471,-5.667541499247971
2,-260.13647,4.2506561,1.0,0,8,2,0,33,260.13647,-2.8337707007520283
3,-255.22823,4.2506561,1.0,1,8,2,0,18,255.22823,-5.667541499247971
4,-250.31999,4.2506561,1.0,0,8,2,0,3,250.31999,-2.8337707007520283
5,-245.41176,4.2506561,1.0,1,8,2,1,54,245.41176,-5.667541499247971
6,-240.50352,4.2506561,1.0,0,8,2,1,37,240.50352,-2.8337707007520283
7,-235.59529,4.2506561,1.0,1,8,2,1,23,235.59529,-5.667541499247971
8,-230.68706,4.2506561,1.0,0,8,2,1,12,230.68706,-2.8337707007520283
9,-225.77882,4.2506561,1.0,1,8,2,1,9,225.77882,-5.667541499247971
10,-220.87057,4.2506561,1.0,0,8,2,1,8,220.87057,-2.8337707007520283
11,-215.96234,4.2506561,1.0,1,8,2,2,66,215.96234,-5.667541499247971
12,-211.05411,4.2506561,1.0,0,8,2,2,49,211.05411,-2.8337707007520283
13,-206.14587,4.2506561,1.0,1,8,2,2,34,206.14587,-5.667541499247971
14,-201.23764,4.2506561,1.0,0,8,2,2,17,201.23764,-2.8337707007520283
15,-196.32941,4.2506561,1.0,1,8,2,2,2,196.32941,-5.667541499247971
16,-191.42117,4.2506561,1.0,0,8,2,3,53,191.42117,-2.8337707007520283
17,-186.51294,4.2506561,1.0,1,8,2,3,38,186.51294,-5.667541499247971
18,-181.60471,4.2506561,1.0,0,8,2,3,21,181.60471,-2.8337707007520283
19,-176.69647,4.2506561,1.0,1,8,2,3,6,176.69647,-5.667541499247971
20,-171.78822,4.2506561,1.0,0,8,2,3,0,171.78822,-2.8337707007520283
21,-166.87999,4.2506561,1.0,1,8,3,3,48,166.87999,-5.667541499247971
22,-161.97176,4.2506561,1.0,0,8,3,3,4,161.97176,-2.8337707007520283
23,-157.06352,4.2506561,1.0,1,8,3,3,15,157.06352,-5.667541499247971
24,-154.60941,2.1253281,0.5,0,8,2,3,19,154.60941,-1.4168854003760143
25,-152.15529,2.1253281,0.5,1,8,2,3,15,152.15529,-2.8337707996239856
26,-152.15529,6.3759847,0.5,0,8,3,3,16,152.15529,-5.667542000376015
27,-149.70117,2.1253281,0.5,0,8,2,3,10,149.70117,-1.4168854003760143
28,-149.70117,6.3759847,0.5,1,8,3,3,12,149.70117,-7.084427399623985
29,-147.24706,6.3759847,0.5,0,8,3,3,7,147.24706,-5.667542000376015
30,-147.24706,2.1253281,0.5,1,8,2,3,4,147.24706,-2.8337707996239856
31,-144.79294,6.3759847,0.5,1,8,3,3,18,144.79294,-7.084427399623985
32,-144.79294,2.1253281,0.5,0,8,2,3,2,144.79294,-1.4168854003760143
33,-142.33882,2.1253281,0.5,1,8,3,3,52,142.33882,-2.8337707996239856
34,-142.33882,6.3759847,0.5,0,8,3,3,14,142.33882,-5.667542000376015
35,-139.8847,2.1253281,0.5,0,8,3,3,32,139.8847,-1.4168854003760143
36,-139.8847,6.3759847,0.5,1,8,3,3,9,139.8847,-7.084427399623985
37,-137.43059,6.3759847,0.5,0,8,2,3,55,137.43059,-5.667542000376015
38,-137.43059,2.1253281,0.5,1,8,3,3,42,137.43059,-2.8337707996239856
39,-134.97647,6.3759847,0.5,1,8,3,2,52,134.97647,-7.084427399623985
40,-134.97647,2.1253281,0.5,0,8,3,3,47,134.97647,-1.4168854003760143
41,-132.52235,2.1253281,0.5,1,8,3,3,60,132.52235,-2.8337707996239856
42,-132.52235,6.3759847,0.5,0,8,3,2,26,132.52235,-5.667542000376015
43,-130.06824,2.1253281,0.5,0,8,3,3,64,130.06824,-1.4168854003760143
44,-130.06824,6.3759847,0.5,1,8,3,2,54,130.06824,-7.084427399623985
45,-127.61411,6.3759847,0.5,0,8,3,2,34,127.61411,-5.667542000376015
46,-127.61411,2.1253281,0.5,1,8,3,2,6,127.61411,-2.8337707996239856
47,-125.16,6.3759847,0.5,1,8,3,2,57,125.16,-7.084427399623985
48,-125.16,2.1253281,0.5,0,8,3,2,10,125.16,-1.4168854003760143
49,-122.70588,2.1253281,0.5,1,8,3,2,15,122.70588,-2.8337707996239856
50,-122.70588,6.3759847,0.5,0,8,3,2,59,122.70588,-5.667542000376015
51,-120.25176,2.1253281,0.5,0,8,3,3,28,120.25176,-1.4168854003760143
52,-120.25176,6.3759847,0.5,1,8,3,2,40,120.25176,-7.084427399623985
53,-117.79765,6.3759847,0.5,0,8,3,3,3,117.79765,-5.667542000376015
54,-117.79765,2.1253281,0.5,1,8,3,3,43,117.79765,-2.8337707996239856
55,-115.34353,6.3759847,0.5,1,8,3,3,65,115.34353,-7.084427399623985
56,-115.34353,2.1253281,0.5,0,8,3,3,39,115.34353,-1.4168854003760143
57,-112.88941,2.1253281,0.5,1,8,3,3,33,112.88941,-2.8337707996239856
58,-112.88941,6.3759847,0.5,0,8,3,2,3,112.88941,-5.667542000376015
59,-110.43529,2.1253281,0.5,0,8,3,3,29,110.43529,-1.4168854003760143
60,-110.43529,6.3759847,0.5,1,8,3,2,7,110.43529,-7.084427399623985
61,-107.98117,6.3759847,0.5,0,8,3,2,12,107.98117,-5.667542000376015
62,-107.98117,2.1253281,0.5,1,8,3,3,25,107.98117,-2.8337707996239856
63,-105.52705,6.3759847,0.5,1,8,3,2,16,105.52705,-7.084427399623985
64,-105.52705,2.1253281,0.5,0,8,3,3,20,105.52705,-1.4168854003760143
65,-103.07294,2.1253281,0.5,1,4,1,1,49,103.07294,-2.8337707996239856
66,-103.07294,6.3759847,0.5,0,4,1,1,53,103.07294,-5.667542000376015
67,-100.61882,2.1253281,0.5,0,4,1,1,34,100.61882,-1.4168854003760143
68,-100.61882,6.3759847,0.5,1,4,1,1,38,100.61882,-7.084427399623985
69,-98.164703,6.3759847,0.5,0,4,1,1,24,98.164703,-5.667542000376015
70,-98.164703,2.1253281,0.5,1,4,1,1,19,98.164703,-2.8337707996239856
71,-95.710587,6.3759847,0.5,1,8,3,2,61,95.710587,-7.084427399623985
72,-95.710587,2.1253281,0.5,0,4,1,1,15,95.710587,-1.4168854003760143
73,-93.25647,2.1253281,0.5,1,4,1,1,17,93.25647,-2.8337707996239856
74,-93.25647,6.3759847,0.5,0,2,0,0,18,93.25647,-5.667542000376015
75,-90.802353,2.1253281,0.5,0,4,1,1,57,90.802353,-1.4168854003760143
76,-90.802353,6.3759847,0.5,1,2,0,0,5,90.802353,-7.084427399623985
77,-88.348236,6.3759847,0.5,0,2,0,1,50,88.348236,-5.667542000376015
78,-88.348236,2.1253281,0.5,1,4,1,1,46,88.348236,-2.8337707996239856
79,-85.894112,6.3759847,0.5,1,2,0,1,46,85.894112,-7.084427399623985
80,-85.894112,2.1253281,0.5,0,4,1,1,35,85.894112,-1.4168854003760143
81,-83.439995,2.1253281,0.5,1,2,0,0,14,83.439995,-2.8337707996239856
82,-83.439995,6.3759847,0.5,0,2,0,1,43,83.439995,-5.667542000376015
83,-80.985878,2.1253281,0.5,0,2,0,1,59,80.985878,-1.4168854003760143
84,-80.985878,6.3759847,0.5,1,2,0,1,20,80.985878,-7.084427399623985
85,-78.531761,6.3759847,0.5,0,2,0,1,66,78.531761,-5.667542000376015
86,-78.531761,2.1253281,0.5,1,2,0,1,54,78.531761,-2.8337707996239856
87,-76.077644,6.3759847,0.5,1,2,0,1,60,76.077644,-7.084427399623985
88,-76.077644,2.1253281,0.5,0,2,0,0,34,76.077644,-1.4168854003760143
89,-73.623528,2.1253281,0.5,1,2,0,0,21,73.623528,-2.8337707996239856
90,-73.623528,6.3759847,0.5,0,2,0,1,42,73.623528,-5.667542000376015
91,-71.169411,2.1253281,0.5,0,2,0,0,15,71.169411,-1.4168854003760143
92,-71.169411,6.3759847,0.5,1,2,0,1,21,71.169411,-7.084427399623985
93,-68.715294,6.3759847,0.5,0,2,0,0,38,68.715294,-5.667542000376015
94,-68.715294,2.1253281,0.5,1,2,0,0,6,68.715294,-2.8337707996239856
95,-66.261177,6.3759847,0.5,1,2,0,3,27,66.261177,-7.084427399623985
96,-66.261177,2.1253281,0.5,0,2,0,0,55,66.261177,-1.4168854003760143
97,-63.807056,2.1253281,0.5,1,2,0,0,51,63.807056,-2.8337707996239856
98,-63.807056,6.3759847,0.5,0,2,0,3,20,63.807056,-5.667542000376015
99,-61.35294,2.1253281,0.5,0,2,0,0,49,61.35294,-1.4168854003760143
100,-61.35294,6.3759847,0.5,1,2,0,3,14,61.35294,-7.084427399623985
101,-58.898823,6.3759847,0.5,0,2,0,3,9,58.898823,-5.667542000376015
102,-58.898823,2.1253281,0.5,1,2,0,0,47,58.898823,-2.8337707996239856
103,-56.444706,6.3759847,0.5,1,2,0,3,3,56.444706,-7.084427399623985
104,-56.444706,2.1253281,0.5,0,2,0,0,44,56.444706,-1.4168854003760143
105,-53.990585,2.1253281,0.5,1,2,0,0,42,53.990585,-2.8337707996239856
106,-53.990585,6.3759847,0.5,0,2,0,3,1,53.990585,-5.667542000376015
107,-51.536469,2.1253281,0.5,0,2,0,3,65,51.536469,-1.4168854003760143
108,-51.536469,6.3759847,0.5,1,2,0,2,61,51.536469,-7.084427399623985
109,-49.082352,6.3759847,0.5,0,2,0,2,16,49.082352,-5.667542000376015
110,-49.082352,2.1253281,0.5,1,2,0,0,40,49.082352,-2.8337707996239856
111,-46.628235,6.3759847,0.5,1,2,0,2,3,46.628235,-7.084427399623985
112,-46.628235,2.1253281,0.5,0,2,0,2,59,46.628235,-1.4168854003760143
113,-44.174118,2.1253281,0.5,1,2,0,2,9,44.174118,-2.8337707996239856
114,-44.174118,6.3759847,0.5,0,2,0,2,53,44.174118,-5.667542000376015
115,-41.719997,2.1253281,0.5,0,2,0,2,58,41.719997,-1.4168854003760143
116,-41.719997,6.3759847,0.5,1,2,0,2,13,41.719997,-7.084427399623985
117,-39.265881,6.3759847,0.5,0,2,0,2,8,39.265881,-5.667542000376015
118,-39.265881,2.1253281,0.5,1,2,0,2,42,39.265881,-2.8337707996239856
119,-36.811764,6.3759847,0.5,1,2,0,2,4,36.811764,-7.084427399623985
120,-36.811764,2.1253281,0.5,0,2,0,2,38,36.811764,-1.4168854003760143
121,-34.357647,2.1253281,0.5,1,2,0,2,36,34.357647,-2.8337707996239856
122,-34.357647,6.3759847,0.5,0,2,0,2,15,34.357647,-5.667542000376015
123,-31.903528,2.1253281,0.5,0,2,0,2,34,31.903528,-1.4168854003760143
124,-31.903528,6.3759847,0.5,1,2,0,2,28,31.903528,-7.084427399623985
125,-29.449411,6.3759847,0.5,0,2,0,3,55,29.449411,-5.667542000376015
126,-29.449411,2.1253281,0.5,1,2,0,3,43,29.449411,-2.8337707996239856
127,-26.995293,6.3759847,0.5,1,2,0,3,47,26.995293,-7.084427399623985
128,-26.995293,2.1253281,0.5,0,2,0,3,48,26.995293,-1.4168854003760143
129,-24.541176,2.1253281,0.5,1,2,0,3,57,24.541176,-2.8337707996239856
130,-24.541176,6.3759847,0.5,0,2,0,3,30,24.541176,-5.667542000376015
131,-22.087059,2.1253281,0.5,0,2,0,3,62,22.087059,-1.4168854003760143
132,-22.087059,6.3759847,0.5,1,2,0,3,26,22.087059,-7.084427399623985
133,-19.63294,6.3759847,0.5,0,2,1,3,48,19.63294,-5.667542000376015
134,-19.63294,2.1253281,0.5,1,2,0,3,53,19.63294,-2.8337707996239856
135,-17.178823,6.3759847,0.5,1,2,1,3,50,17.178823,-7.084427399623985
136,-17.178823,2.1253281,0.5,0,2,0,3,40,17.178823,-1.4168854003760143
137,-14.724706,2.1253281,0.5,1,2,0,3,38,14.724706,-2.8337707996239856
138,-14.724706,6.3759847,0.5,0,2,1,3,39,14.724706,-5.667542000376015
139,-12.270588,2.1253281,0.5,0,2,0,3,15,12.270588,-1.4168854003760143
140,-12.270588,6.3759847,0.5,1,2,1,3,33,12.270588,-7.084427399623985
141,-9.8164701,6.3759847,0.5,0,2,1,3,5,9.8164701,-5.667542000376015
142,-9.8164701,2.1253281,0.5,1,2,0,3,24,9.8164701,-2.8337707996239856
143,-7.3623528,6.3759847,0.5,1,2,1,3,13,7.3623528,-7.084427399623985
144,-7.3623528,2.1253281,0.5,0,2,1,3,1,7.3623528,-1.4168854003760143
145,-4.9082351,2.1253281,0.5,1,2,1,3,10,4.9082351,-2.8337707996239856
146,-4.9082351,6.3759847,0.5,0,2,1,3,26,4.9082351,-5.667542000376015
147,-2.4541175,2.1253281,0.5,0,2,1,3,21,2.4541175,-1.4168854003760143
148,-2.4541175,6.3759847,0.5,1,0,0,3,34,2.4541175,-7.084427399623985
149,0.0,6.3759847,0.5,0,0,1,3,25,-0.0,-5.667542000376015
150,0.0,2.1253281,0.5,1,0,0,3,26,-0.0,-2.8337707996239856
151,2.4541175,6.3759847,0.5,1,0,1,3,33,-2.4541175,-7.084427399623985
152,2.4541175,2.1253281,0.5,0,0,2,3,20,-2.4541175,-1.4168854003760143
153,4.9082351,2.1253281,0.5,1,0,2,3,9,-4.9082351,-2.8337707996239856
154,4.9082351,6.3759847,0.5,0,0,2,3,25,-4.9082351,-5.667542000376015
155,7.3623528,2.1253281,0.5,0,0,2,3,2,-7.3623528,-1.4168854003760143
156,7.3623528,6.3759847,0.5,1,0,2,3,12,-7.3623528,-7.084427399623985
157,9.8164701,6.3759847,0.5,0,0,2,3,6,-9.8164701,-5.667542000376015
158,9.8164701,2.1253281,0.5,1,0,3,3,23,-9.8164701,-2.8337707996239856
159,12.270588,6.3759847,0.5,1,0,2,3,34,-12.270588,-7.084427399623985
160,12.270588,2.1253281,0.5,0,0,3,3,14,-12.270588,-1.4168854003760143
161,14.724706,2.1253281,0.5,1,0,3,3,37,-14.724706,-2.8337707996239856
162,14.724706,6.3759847,0.5,0,0,2,3,40,-14.724706,-5.667542000376015
163,17.178823,2.1253281,0.5,0,0,3,3,39,-17.178823,-1.4168854003760143
164,17.178823,6.3759847,0.5,1,0,2,3,51,-17.178823,-7.084427399623985
165,19.63294,6.3759847,0.5,0,0,2,3,49,-19.63294,-5.667542000376015
166,19.63294,2.1253281,0.5,1,0,3,3,52,-19.63294,-2.8337707996239856
167,22.087059,6.3759847,0.5,1,0,3,3,25,-22.087059,-7.084427399623985
168,22.087059,2.1253281,0.5,0,0,3,3,61,-22.087059,-1.4168854003760143
169,24.541176,2.1253281,0.5,1,0,3,3,58,-24.541176,-2.8337707996239856
170,24.541176,6.3759847,0.5,0,0,3,3,29,-24.541176,-5.667542000376015
171,26.995293,2.1253281,0.5,0,0,3,3,49,-26.995293,-1.4168854003760143
172,26.995293,6.3759847,0.5,1,0,3,3,46,-26.995293,-7.084427399623985
173,29.449411,6.3759847,0.5,0,0,3,3,54,-29.449411,-5.667542000376015
174,29.449411,2.1253281,0.5,1,0,3,3,44,-29.449411,-2.8337707996239856
175,31.903528,6.3759847,0.5,1,0,3,2,27,-31.903528,-7.084427399623985
176,31.903528,2.1253281,0.5,0,0,3,2,33,-31.903528,-1.4168854003760143
177,34.357647,2.1253281,0.5,1,0,3,2,35,-34.357647,-2.8337707996239856
178,34.357647,6.3759847,0.5,0,0,3,2,14,-34.357647,-5.667542000376015
179,36.811764,2.1253281,0.5,0,0,3,2,37,-36.811764,-1.4168854003760143
180,36.811764,6.3759847,0.5,1,0,3,2,3,-36.811764,-7.084427399623985
181,39.265881,6.3759847,0.5,0,0,3,2,7,-39.265881,-5.667542000376015
182,39.265881,2.1253281,0.5,1,0,3,2,41,-39.265881,-2.8337707996239856
183,41.719997,6.3759847,0.5,1,0,3,2,12,-41.719997,-7.084427399623985
184,41.719997,2.1253281,0.5,0,0,3,2,57,-41.719997,-1.4168854003760143
185,44.174118,2.1253281,0.5,1,0,3,2,10,-44.174118,-2.8337707996239856
186,44.174118,6.3759847,0.5,0,0,3,2,52,-44.174118,-5.667542000376015
187,46.628235,2.1253281,0.5,0,0,3,2,60,-46.628235,-1.4168854003760143
188,46.628235,6.3759847,0.5,1,0,3,2,4,-46.628235,-7.084427399623985
189,49.082352,6.3759847,0.5,0,0,3,2,17,-49.082352,-5.667542000376015
190,49.082352,2.1253281,0.5,1,0,3,0,39,-49.082352,-2.8337707996239856
191,51.536469,6.3759847,0.5,1,0,3,2,62,-51.536469,-7.084427399623985
192,51.536469,2.1253281,0.5,0,0,3,3,66,-51.536469,-1.4168854003760143
193,53.990585,2.1253281,0.5,1,0,3,0,41,-53.990585,-2.8337707996239856
194,53.990585,6.3759847,0.5,0,0,3,3,2,-53.990585,-5.667542000376015
195,56.444706,2.1253281,0.5,0,0,3,0,43,-56.444706,-1.4168854003760143
196,56.444706,6.3759847,0.5,1,0,3,3,4,-56.444706,-7.084427399623985
197,58.898823,6.3759847,0.5,0,0,3,3,10,-58.898823,-5.667542000376015
198,58.898823,2.1253281,0.5,1,0,3,0,46,-58.898823,-2.8337707996239856
199,61.35294,6.3759847,0.5,1,0,3,3,15,-61.35294,-7.084427399623985
200,61.35294,2.1253281,0.5,0,0,3,0,48,-61.35294,-1.4168854003760143
201,63.807056,2.1253281,0.5,1,0,3,0,50,-63.807056,-2.8337707996239856
202,63.807056,6.3759847,0.5,0,0,3,3,21,-63.807056,-5.667542000376015
203,66.261177,2.1253281,0.5,0,0,3,0,54,-66.261177,-1.4168854003760143
204,66.261177,6.3759847,0.5,1,0,3,3,28,-66.261177,-7.084427399623985
205,68.715294,6.3759847,0.5,0,0,3,0,37,-68.715294,-5.667542000376015
206,68.715294,2.1253281,0.5,1,0,3,0,5,-68.715294,-2.8337707996239856
207,71.169411,6.3759847,0.5,1,0,3,1,20,-71.169411,-7.084427399623985
208,71.169411,2.1253281,0.5,0,0,3,0,14,-71.169411,-1.4168854003760143
209,73.623528,2.1253281,0.5,1,0,3,0,20,-73.623528,-2.8337707996239856
210,73.623528,6.3759847,0.5,0,0,3,1,41,-73.623528,-5.667542000376015
211,76.077644,2.1253281,0.5,0,0,3,0,33,-76.077644,-1.4168854003760143
212,76.077644,6.3759847,0.5,1,0,3,1,59,-76.077644,-7.084427399623985
213,78.531761,6.3759847,0.5,0,0,3,1,65,-78.531761,-5.667542000376015
214,78.531761,2.1253281,0.5,1,0,3,1,55,-78.531761,-2.8337707996239856
215,80.985878,6.3759847,0.5,1,0,3,1,21,-80.985878,-7.084427399623985
216,80.985878,2.1253281,0.5,0,0,3,1,60,-80.985878,-1.4168854003760143
217,83.439995,2.1253281,0.5,1,0,3,0,15,-83.439995,-2.8337707996239856
218,83.439995,6.3759847,0.5,0,0,3,1,44,-83.439995,-5.667542000376015
219,85.894112,2.1253281,0.5,0,3,0,1,36,-85.894112,-1.4168854003760143
220,85.894112,6.3759847,0.5,1,0,3,1,47,-85.894112,-7.084427399623985
221,88.348236,6.3759847,0.5,0,0,3,1,51,-88.348236,-5.667542000376015
222,88.348236,2.1253281,0.5,1,3,0,1,47,-88.348236,-2.8337707996239856
223,90.802353,6.3759847,0.5,1,0,3,0,6,-90.802353,-7.084427399623985
224,90.802353,2.1253281,0.5,0,3,0,1,58,-90.802353,-1.4168854003760143
225,93.25647,2.1253281,0.5,1,3,0,1,16,-93.25647,-2.8337707996239856
226,93.25647,6.3759847,0.5,0,0,3,0,19,-93.25647,-5.667542000376015
227,95.710587,2.1253281,0.5,0,3,0,1,14,-95.710587,-1.4168854003760143
228,95.710587,6.3759847,0.5,1,6,0,2,62,-95.710587,-7.084427399623985
229,98.164703,6.3759847,0.5,0,3,0,1,23,-98.164703,-5.667542000376015
230,98.164703,2.1253281,0.5,1,3,0,1,18,-98.164703,-2.8337707996239856
231,100.61882,6.3759847,0.5,1,3,0,1,37,-100.61882,-7.084427399623985
232,100.61882,2.1253281,0.5,0,3,0,1,33,-100.61882,-1.4168854003760143
233,103.07294,2.1253281,0.5,1,3,0,1,48,-103.07294,-2.8337707996239856
234,103.07294,6.3759847,0.5,0,3,0,1,52,-103.07294,-5.667542000376015
235,105.52705,2.1253281,0.5,0,6,0,3,21,-105.52705,-1.4168854003760143
236,105.52705,6.3759847,0.5,1,6,0,2,17,-105.52705,-7.084427399623985
237,107.98117,6.3759847,0.5,0,6,0,2,13,-107.98117,-5.667542000376015
238,107.98117,2.1253281,0.5,1,6,0,3,26,-107.98117,-2.8337707996239856
239,110.43529,6.3759847,0.5,1,6,0,2,8,-110.43529,-7.084427399623985
240,110.43529,2.1253281,0.5,0,6,0,3,30,-110.43529,-1.4168854003760143
241,112.88941,2.1253281,0.5,1,6,0,3,34,-112.88941,-2.8337707996239856
242,112.88941,6.3759847,0.5,0,6,0,2,4,-112.88941,-5.667542000376015
243,115.34353,2.1253281,0.5,0,6,0,3,40,-115.34353,-1.4168854003760143
244,115.34353,6.3759847,0.5,1,6,0,3,66,-115.34353,-7.084427399623985
245,117.79765,6.3759847,0.5,0,6,0,3,4,-117.79765,-5.667542000376015
246,117.79765,2.1253281,0.5,1,6,0,3,44,-117.79765,-2.8337707996239856
247,120.25176,6.3759847,0.5,1,6,0,2,39,-120.25176,-7.084427399623985
248,120.25176,2.1253281,0.5,0,6,0,3,27,-120.25176,-1.4168854003760143
249,122.70588,2.1253281,0.5,1,6,0,2,14,-122.70588,-2.8337707996239856
250,122.70588,6.3759847,0.5,0,6,0,2,60,-122.70588,-5.667542000376015
251,125.16,2.1253281,0.5,0,6,0,2,9,-125.16,-1.4168854003760143
252,125.16,6.3759847,0.5,1,6,0,2,58,-125.16,-7.084427399623985
253,127.61411,6.3759847,0.5,0,6,0,2,33,-127.61411,-5.667542000376015
254,127.61411,2.1253281,0.5,1,6,0,2,5,-127.61411,-2.8337707996239856
255,130.06824,6.3759847,0.5,1,6,0,2,55,-130.06824,-7.084427399623985
256,130.06824,2.1253281,0.5,0,6,0,3,63,-130.06824,-1.4168854003760143
257,132.52235,2.1253281,0.5,1,6,0,3,59,-132.52235,-2.8337707996239856
258,132.52235,6.3759847,0.5,0,6,0,2,25,-132.52235,-5.667542000376015
259,134.97647,2.1253281,0.5,0,6,0,3,46,-134.97647,-1.4168854003760143
260,134.97647,6.3759847,0.5,1,6,0,2,53,-134.97647,-7.084427399623985
261,137.43059,6.3759847,0.5,0,6,1,3,54,-137.43059,-5.667542000376015
262,137.43059,2.1253281,0.5,1,6,0,3,41,-137.43059,-2.8337707996239856
263,139.8847,6.3759847,0.5,1,6,0,3,10,-139.8847,-7.084427399623985
264,139.8847,2.1253281,0.5,0,6,0,3,31,-139.8847,-1.4168854003760143
265,142.33882,2.1253281,0.5,1,6,0,3,53,-142.33882,-2.8337707996239856
266,142.33882,6.3759847,0.5,0,6,0,3,15,-142.33882,-5.667542000376015
267,144.79294,2.1253281,0.5,0,6,1,3,1,-144.79294,-1.4168854003760143
268,144.79294,6.3759847,0.5,1,6,0,3,19,-144.79294,-7.084427399623985
269,147.24706,6.3759847,0.5,0,6,0,3,8,-147.24706,-5.667542000376015
270,147.24706,2.1253281,0.5,1,6,1,3,3,-147.24706,-2.8337707996239856
271,149.70117,6.3759847,0.5,1,6,0,3,13,-149.70117,-7.084427399623985
272,149.70117,2.1253281,0.5,0,6,1,3,9,-149.70117,-1.4168854003760143
273,152.15529,2.1253281,0.5,1,6,1,3,14,-152.15529,-2.8337707996239856
274,152.15529,6.3759847,0.5,0,6,0,3,17,-152.15529,-5.667542000376015
275,154.60941,2.1253281,0.5,0,6,1,3,18,-154.60941,-1.4168854003760143
276,157.06352,4.2506561,1.0,1,6,0,3,14,-157.06352,-5.667541499247971
277,161.97176,4.2506561,1.0,0,6,0,3,3,-161.97176,-2.8337707007520283
278,166.87999,4.2506561,1.0,1,6,0,3,49,-166.87999,-5.667541499247971
279,171.78822,4.2506561,1.0,0,6,1,3,0,-171.78822,-2.8337707007520283
280,176.69647,4.2506561,1.0,1,6,1,3,5,-176.69647,-5.667541499247971
281,181.60471,4.2506561,1.0,0,6,1,3,20,-181.60471,-2.8337707007520283
282,186.51294,4.2506561,1.0,1,6,1,3,37,-186.51294,-5.667541499247971
283,191.42117,4.2506561,1.0,0,6,1,3,52,-191.42117,-2.8337707007520283
284,196.32941,4.2506561,1.0,1,6,1,2,1,-196.32941,-5.667541499247971
285,201.23764,4.2506561,1.0,0,6,1,2,16,-201.23764,-2.8337707007520283
286,206.14587,4.2506561,1.0,1,6,1,2,33,-206.14587,-5.667541499247971
287,211.05411,4.2506561,1.0,0,6,1,2,48,-211.05411,-2.8337707007520283
288,215.96234,4.2506561,1.0,1,6,1,2,65,-215.96234,-5.667541499247971
289,220.87057,4.2506561,1.0,0,6,1,1,7,-220.87057,-2.8337707007520283
290,225.77882,4.2506561,1.0,1,6,1,1,9,-225.77882,-5.667541499247971
291,230.68706,4.2506561,1.0,0,6,1,1,13,-230.68706,-2.8337707007520283
292,235.59529,4.2506561,1.0,1,6,1,1,24,-235.59529,-5.667541499247971
293,240.50352,4.2506561,1.0,0,6,1,1,38,-240.50352,-2.8337707007520283
294,245.41176,4.2506561,1.0,1,6,1,1,55,-245.41176,-5.667541499247971
295,250.31999,4.2506561,1.0,0,6,1,0,4,-250.31999,-2.8337707007520283
296,255.22823,4.2506561,1.0,1,6,1,0,19,-255.22823,-5.667541499247971
297,260.13647,4.2506561,1.0,0,6,1,0,34,-260.13647,-2.8337707007520283
298,265.04471,4.2506561,1.0,1,6,1,0,49,-265.04471,-5.667541499247971
299,269.95294,4.2506561,1.0,0,6,1,0,66,-269.95294,-2.8337707007520283
300,-269.95294,12.751969,1.0,1,8,2,0,66,269.95294,-14.168854399247973
301,-265.04471,12.751969,1.0,0,8,2,0,51,265.04471,-11.335083600752029
302,-260.13647,12.751969,1.0,1,8,2,0,34,260.13647,-14.168854399247973
303,-255.22823,12.751969,1.0,0,8,2,0,19,255.22823,-11.335083600752029
304,-250.31999,12.751969,1.0,1,8,2,0,2,250.31999,-14.168854399247973
305,-245.41176,12.751969,1.0,0,8,2,1,55,245.41176,-11.335083600752029
306,-240.50352,12.751969,1.0,1,8,3,1,39,240.50352,-14.168854399247973
307,-235.59529,12.751969,1.0,0,8,3,1,23,235.59529,-11.335083600752029
308,-230.68706,12.751969,1.0,1,8,3,1,14,230.68706,-14.168854399247973
309,-225.77882,12.751969,1.0,0,8,3,1,12,225.77882,-11.335083600752029
310,-220.87057,12.751969,1.0,1,8,3,1,9,220.87057,-14.168854399247973
311,-215.96234,12.751969,1.0,0,8,3,2,65,215.96234,-11.335083600752029
312,-211.05411,12.751969,1.0,1,8,3,2,50,211.05411,-14.168854399247973
313,-206.14587,12.751969,1.0,0,8,3,2,35,206.14587,-11.335083600752029
314,-201.23764,12.751969,1.0,1,8,3,2,18,201.23764,-14.168854399247973
315,-196.32941,12.751969,1.0,0,8,3,2,1,196.32941,-11.335083600752029
316,-191.42117,12.751969,1.0,1,8,3,3,54,191.42117,-14.168854399247973
317,-186.51294,12.751969,1.0,0,8,3,3,37,186.51294,-11.335083600752029
318,-181.60471,12.751969,1.0,1,8,3,3,23,181.60471,-14.168854399247973
319,-176.69647,12.751969,1.0,0,8,3,3,5,176.69647,-11.335083600752029
320,-171.78822,12.751969,1.0,1,8,3,3,1,171.78822,-14.168854399247973
321,-166.87999,12.751969,1.0,0,8,3,2,0,166.87999,-11.335083600752029
322,-161.97176,12.751969,1.0,1,8,3,3,36,161.97176,-14.168854399247973
323,-157.06352,12.751969,1.0,0,8,3,2,30,157.06352,-11.335083600752029
324,-152.15529,12.751969,1.0,1,8,3,1,1,152.15529,-14.168854399247973
325,-149.70117,10.626641,0.5,0,8,3,2,44,149.70117,-9.918198300376014
326,-147.24706,10.626641,0.5,1,8,3,2,67,147.24706,-11.335083699623985
327,-147.24706,14.877297,0.5,0,8,3,3,51,147.24706,-14.168854300376015
328,-144.79294,10.626641,0.5,0,8,3,2,49,144.79294,-9.918198300376014
